0	12	1
0	7	1
0	20	1
0	13	1
0	16	1
0	15	1
0	4	1
0	18	1
0	21	1
0	9	1
0	22	1
0	27	1
0	25	1
0	3	1
0	1	1
0	8	1
0	14	1
0	6	1
0	2	1
0	11	1
0	28	1
0	30	1
0	26	1
1	17	1
1	28	1
1	18	1
1	22	1
1	27	1
1	8	1
1	19	1
1	11	1
1	21	1
1	6	1
1	2	1
1	25	1
1	26	1
1	7	1
1	14	1
1	9	1
1	1	1
1	20	1
1	12	1
1	13	1
1	4	1
2	14	1
2	18	1
2	21	1
2	7	1
2	1	1
2	5	1
2	6	1
2	0	1
2	26	1
2	20	1
2	4	1
2	22	1
2	28	1
2	27	1
2	25	1
2	8	1
2	9	1
2	13	1
2	12	1
2	11	1
2	2	1
3	22	1
3	1	1
3	15	1
3	21	1
3	4	1
3	27	1
3	16	1
3	20	1
3	13	1
3	28	1
3	14	1
3	3	1
3	26	1
3	6	1
3	11	1
3	12	1
3	9	1
3	8	1
3	30	1
3	18	1
3	25	1
3	7	1
3	2	1
4	26	1
4	18	1
4	22	1
4	11	1
4	9	1
4	2	1
4	5	1
4	1	1
4	27	1
4	14	1
4	29	1
4	21	1
4	25	1
4	4	1
4	8	1
4	28	1
4	13	1
4	20	1
4	12	1
4	6	1
4	7	1
4	0	1
5	13	1
5	24	1
5	10	1
5	23	1
