0	12	1
0	4	1
0	34	1
0	6	1
0	11	1
0	39	1
0	2	1
0	9	1
0	29	1
0	28	1
0	33	1
0	17	1
0	35	1
0	31	1
0	21	1
0	19	1
0	27	1
0	32	1
0	7	1
0	5	1
1	13	1
1	27	1
1	22	1
1	9	1
1	8	1
1	26	1
1	36	1
1	24	1
1	30	1
1	14	1
1	3	1
1	38	1
1	25	1
1	34	1
1	19	1
1	23	1
1	7	1
1	1	1
1	10	1
1	11	1
1	20	1
1	18	1
1	16	1
2	7	1
2	12	1
2	6	1
2	19	1
2	21	1
2	11	1
2	27	1
2	32	1
2	29	1
2	34	1
2	35	1
2	4	1
2	39	1
2	5	1
2	2	1
2	17	1
2	31	1
2	9	1
2	33	1
2	28	1
3	34	1
3	16	1
3	23	1
3	19	1
3	26	1
3	36	1
3	24	1
3	27	1
3	30	1
3	11	1
3	10	1
3	22	1
3	8	1
3	3	1
3	13	1
3	1	1
3	7	1
3	38	1
3	25	1
3	20	1
3	18	1
3	14	1
3	9	1
5	15	1
5	37	1
5	0	1
5	11	1
